DAUID,characteristic,value
35061507,Total_households,170.0
35061507,Median_income_2020,124000.0
35061508,Population_2021,436.0
35061508,Total_households,195.0
35061508,Median_income_2020,110000.0
35061509,Population_2021,283.0
35061509,Total_households,170.0
35061509,Median_income_2020,30200.0
35061510,Population_2021,330.0
35061510,Total_households,105.0
35061510,Median_income_2020,52400.0
35061511,Population_2021,298.0
35061511,Total_households,95.0
35061511,Median_income_2020,50000.0
35061512,Population_2021,980.0
35061512,Total_households,480.0
35061512,Median_income_2020,43200.0
35061514,Population_2021,2637.0
35061514,Total_households,1340.0
35061514,Median_income_2020,66500.0
35061518,Population_2021,442.0
35061518,Total_households,235.0
35061518,Median_income_2020,141000.0
35061519,Population_2021,586.0
35061519,Total_households,255.0
35061519,Median_income_2020,122000.0
35061520,Population_2021,1568.0
35061520,Total_households,450.0
35061520,Median_income_2020,123000.0
35061521,Population_2021,422.0
35061521,Total_households,125.0
35061521,Median_income_2020,166000.0
35061522,Population_2021,1146.0
35061522,Total_households,375.0
35061522,Median_income_2020,122000.0
35061523,Population_2021,258.0
35061523,Total_households,110.0
35061523,Median_income_2020,91000.0
35061524,Population_2021,1445.0
35061524,Total_households,530.0
35061524,Median_income_2020,85000.0
35061525,Population_2021,534.0
35061525,Total_households,210.0
35061525,Median_income_2020,116000.0
35061526,Population_2021,509.0
35061526,Total_households,195.0
35061526,Median_income_2020,123000.0
35061530,Population_2021,1422.0
35061530,Total_households,735.0
35061530,Median_income_2020,48800.0
35061531,Population_2021,940.0
35061531,Total_households,360.0
35061531,Median_income_2020,85000.0
35061533,Population_2021,463.0
35061533,Total_households,125.0
35061533,Median_income_2020,111000.0
35061534,Population_2021,2345.0
35061534,Total_households,1070.0
35061534,Median_income_2020,54800.0
35061535,Population_2021,573.0
35061535,Total_households,130.0
35061535,Median_income_2020,88000.0
35061536,Population_2021,985.0
35061536,Total_households,285.0
35061536,Median_income_2020,96000.0
35061537,Population_2021,233.0
35061537,Total_households,75.0
35061537,Median_income_2020,
35061538,Population_2021,587.0
35061538,Total_households,195.0
35061538,Median_income_2020,130000.0
35061539,Population_2021,528.0
35061539,Total_households,200.0
35061539,Median_income_2020,119000.0
35061540,Population_2021,765.0
35061540,Total_households,250.0
35061540,Median_income_2020,149000.0
35061541,Population_2021,720.0
35061541,Total_households,305.0
35061541,Median_income_2020,124000.0
35061542,Population_2021,1013.0
35061542,Total_households,395.0
35061542,Median_income_2020,127000.0
35061543,Population_2021,646.0
35061543,Total_households,200.0
35061543,Median_income_2020,184000.0
35061544,Population_2021,1273.0
35061544,Total_households,535.0
35061544,Median_income_2020,121000.0
35061545,Population_2021,460.0
35061545,Total_households,190.0
35061545,Median_income_2020,111000.0
35061546,Population_2021,1432.0
35061546,Total_households,450.0
35061546,Median_income_2020,146000.0
35061547,Population_2021,2222.0
35061547,Total_households,865.0
35061547,Median_income_2020,113000.0
35061548,Population_2021,1380.0
35061548,Total_households,575.0
35061548,Median_income_2020,105000.0
35061549,Population_2021,655.0
35061549,Total_households,230.0
35061549,Median_income_2020,142000.0
35061550,Population_2021,705.0
35061550,Total_households,300.0
35061550,Median_income_2020,74000.0
35061551,Population_2021,611.0
35061551,Total_households,260.0
35061551,Median_income_2020,128000.0
35061552,Population_2021,619.0
35061552,Total_households,285.0
35061552,Median_income_2020,116000.0
35061553,Population_2021,1024.0
35061553,Total_households,370.0
35061553,Median_income_2020,89000.0
35061554,Population_2021,655.0
35061554,Total_households,250.0
35061554,Median_income_2020,136000.0
35061555,Population_2021,1481.0
35061555,Total_households,470.0
35061555,Median_income_2020,184000.0
35061556,Population_2021,4469.0
35061556,Total_households,1410.0
35061556,Median_income_2020,144000.0
35061557,Population_2021,455.0
35061557,Total_households,185.0
35061557,Median_income_2020,103000.0
35061558,Population_2021,1263.0
35061558,Total_households,435.0
35061558,Median_income_2020,133000.0
35061559,Population_2021,480.0
35061559,Total_households,125.0
35061559,Median_income_2020,258000.0
35061560,Population_2021,494.0
35061560,Total_households,145.0
35061560,Median_income_2020,166000.0
35061561,Population_2021,862.0
35061561,Total_households,280.0
35061561,Median_income_2020,127000.0
35061562,Population_2021,1206.0
35061562,Total_households,440.0
35061562,Median_income_2020,94000.0
35061563,Population_2021,504.0
35061563,Total_households,170.0
35061563,Median_income_2020,133000.0
35061564,Population_2021,1105.0
35061564,Total_households,365.0
35061564,Median_income_2020,105000.0
35061565,Population_2021,730.0
35061565,Total_households,315.0
35061565,Median_income_2020,67000.0
35061566,Population_2021,1498.0
35061566,Total_households,595.0
35061566,Median_income_2020,82000.0
35061567,Population_2021,658.0
35061567,Total_households,220.0
35061567,Median_income_2020,174000.0
35061568,Population_2021,5137.0
35061568,Total_households,1540.0
35061568,Median_income_2020,164000.0
35061569,Population_2021,815.0
35061569,Total_households,240.0
35061569,Median_income_2020,192000.0
35061570,Population_2021,349.0
35061570,Total_households,95.0
35061570,Median_income_2020,228000.0
35061571,Population_2021,718.0
35061571,Total_households,305.0
35061571,Median_income_2020,126000.0
35061572,Population_2021,3395.0
35061572,Total_households,1210.0
35061572,Median_income_2020,124000.0
35061573,Population_2021,576.0
35061573,Total_households,200.0
35061573,Median_income_2020,153000.0
35061574,Population_2021,911.0
35061574,Total_households,385.0
35061574,Median_income_2020,95000.0
35061575,Population_2021,757.0
35061575,Total_households,275.0
35061575,Median_income_2020,119000.0
35061576,Population_2021,562.0
35061576,Total_households,190.0
35061576,Median_income_2020,114000.0
35061577,Population_2021,756.0
35061577,Total_households,190.0
35061577,Median_income_2020,120000.0
35061578,Population_2021,2319.0
35061578,Total_households,1260.0
35061578,Median_income_2020,76000.0
35061579,Population_2021,1049.0
35061579,Total_households,540.0
35061579,Median_income_2020,68000.0
35061580,Population_2021,812.0
35061580,Total_households,295.0
35061580,Median_income_2020,110000.0
35061581,Population_2021,678.0
35061581,Total_households,220.0
35061581,Median_income_2020,200000.0
35061582,Population_2021,1004.0
35061582,Total_households,375.0
35061582,Median_income_2020,138000.0
35061583,Population_2021,890.0
35061583,Total_households,305.0
35061583,Median_income_2020,186000.0
35061584,Population_2021,1478.0
35061584,Total_households,475.0
35061584,Median_income_2020,180000.0
35061585,Population_2021,523.0
35061585,Total_households,145.0
35061585,Median_income_2020,192000.0
35061586,Population_2021,506.0
35061586,Total_households,205.0
35061586,Median_income_2020,127000.0
35061587,Population_2021,915.0
35061587,Total_households,380.0
35061587,Median_income_2020,122000.0
35061588,Population_2021,898.0
35061588,Total_households,320.0
35061588,Median_income_2020,123000.0
35061589,Population_2021,909.0
35061589,Total_households,310.0
35061589,Median_income_2020,142000.0
35061590,Population_2021,478.0
35061590,Total_households,140.0
35061590,Median_income_2020,206000.0
35061591,Population_2021,1846.0
35061591,Total_households,590.0
35061591,Median_income_2020,140000.0
35061592,Population_2021,1306.0
35061592,Total_households,435.0
35061592,Median_income_2020,136000.0
35061593,Population_2021,3202.0
35061593,Total_households,1050.0
35061593,Median_income_2020,134000.0
35061595,Population_2021,560.0
35061595,Total_households,185.0
35061595,Median_income_2020,136000.0
35061596,Population_2021,638.0
35061596,Total_households,185.0
35061596,Median_income_2020,145000.0
35061597,Population_2021,525.0
35061597,Total_households,125.0
35061597,Median_income_2020,127000.0
35061598,Population_2021,244.0
35061598,Total_households,65.0
35061598,Median_income_2020,
35061599,Population_2021,438.0
35061599,Total_households,145.0
35061599,Median_income_2020,113000.0
35061601,Population_2021,650.0
35061601,Total_households,210.0
35061601,Median_income_2020,120000.0
35061602,Population_2021,554.0
35061602,Total_households,315.0
35061602,Median_income_2020,73500.0
35061604,Population_2021,704.0
35061604,Total_households,315.0
35061604,Median_income_2020,85000.0
35061605,Population_2021,991.0
35061605,Total_households,520.0
35061605,Median_income_2020,56000.0
35061607,Population_2021,668.0
35061607,Total_households,280.0
35061607,Median_income_2020,117000.0
35061608,Population_2021,526.0
35061608,Total_households,255.0
35061608,Median_income_2020,145000.0
35061610,Population_2021,423.0
35061610,Total_households,195.0
35061610,Median_income_2020,110000.0
35061611,Population_2021,351.0
35061611,Total_households,165.0
35061611,Median_income_2020,118000.0
35061613,Population_2021,769.0
35061613,Total_households,400.0
35061613,Median_income_2020,96000.0
35061614,Population_2021,525.0
35061614,Total_households,185.0
35061614,Median_income_2020,87000.0
35061616,Population_2021,729.0
35061616,Total_households,355.0
35061616,Median_income_2020,84000.0
35061621,Population_2021,449.0
35061621,Total_households,200.0
35061621,Median_income_2020,127000.0
35061622,Population_2021,714.0
35061622,Total_households,340.0
35061622,Median_income_2020,118000.0
35061623,Population_2021,497.0
35061623,Total_households,200.0
35061623,Median_income_2020,170000.0
35061627,Population_2021,522.0
35061627,Total_households,210.0
35061627,Median_income_2020,178000.0
35061628,Population_2021,515.0
35061628,Total_households,210.0
35061628,Median_income_2020,153000.0
35061633,Population_2021,563.0
35061633,Total_households,220.0
35061633,Median_income_2020,172000.0
35061634,Population_2021,367.0
35061634,Total_households,145.0
35061634,Median_income_2020,180000.0
35061638,Population_2021,784.0
35061638,Total_households,335.0
35061638,Median_income_2020,134000.0
35061639,Population_2021,1087.0
35061639,Total_households,550.0
35061639,Median_income_2020,118000.0
35061640,Population_2021,592.0
35061640,Total_households,265.0
35061640,Median_income_2020,128000.0
35061643,Population_2021,416.0
35061643,Total_households,170.0
35061643,Median_income_2020,99000.0
35061645,Population_2021,715.0
35061645,Total_households,305.0
35061645,Median_income_2020,89000.0
35061646,Population_2021,568.0
35061646,Total_households,175.0
35061646,Median_income_2020,80000.0
35061651,Population_2021,600.0
35061651,Total_households,150.0
35061651,Median_income_2020,135000.0
35061653,Population_2021,583.0
35061653,Total_households,275.0
35061653,Median_income_2020,106000.0
35061654,Population_2021,612.0
35061654,Total_households,265.0
35061654,Median_income_2020,111000.0
35061657,Population_2021,716.0
35061657,Total_households,275.0
35061657,Median_income_2020,164000.0
35061658,Population_2021,672.0
35061658,Total_households,295.0
35061658,Median_income_2020,95000.0
35061659,Population_2021,1614.0
35061659,Total_households,675.0
35061659,Median_income_2020,125000.0
35061660,Population_2021,500.0
35061660,Total_households,155.0
35061660,Median_income_2020,170000.0
35061661,Population_2021,677.0
35061661,Total_households,230.0
35061661,Median_income_2020,123000.0
35061662,Population_2021,1591.0
35061662,Total_households,485.0
35061662,Median_income_2020,150000.0
35061663,Population_2021,1424.0
35061663,Total_households,485.0
35061663,Median_income_2020,134000.0
35061664,Population_2021,452.0
35061664,Total_households,140.0
35061664,Median_income_2020,110000.0
35061667,Population_2021,306.0
35061667,Total_households,130.0
35061667,Median_income_2020,76500.0
35061668,Population_2021,805.0
35061668,Total_households,295.0
35061668,Median_income_2020,103000.0
35061670,Population_2021,461.0
35061670,Total_households,120.0
35061670,Median_income_2020,144000.0
35061671,Population_2021,709.0
35061671,Total_households,215.0
35061671,Median_income_2020,120000.0
35061672,Population_2021,519.0
35061672,Total_households,150.0
35061672,Median_income_2020,147000.0
35061673,Population_2021,742.0
35061673,Total_households,230.0
35061673,Median_income_2020,129000.0
35061674,Population_2021,505.0
35061674,Total_households,155.0
35061674,Median_income_2020,146000.0
35061679,Population_2021,763.0
35061679,Total_households,240.0
35061679,Median_income_2020,206000.0
35061680,Population_2021,787.0
35061680,Total_households,275.0
35061680,Median_income_2020,123000.0
35061683,Population_2021,375.0
35061683,Total_households,135.0
35061683,Median_income_2020,159000.0
35061690,Population_2021,760.0
35061690,Total_households,245.0
35061690,Median_income_2020,196000.0
35061691,Population_2021,467.0
35061691,Total_households,175.0
35061691,Median_income_2020,174000.0
35061692,Population_2021,489.0
35061692,Total_households,165.0
35061692,Median_income_2020,186000.0
35061693,Population_2021,548.0
35061693,Total_households,205.0
35061693,Median_income_2020,196000.0
35061695,Population_2021,485.0
35061695,Total_households,190.0
35061695,Median_income_2020,151000.0
35061696,Population_2021,487.0
